0x16E95f6Bf27f0b16B19AD7D07635E69c49897272,100
0xE7640DcFAa9ce7532cc9242152AcDdd8c280897e,98
0x876DAd703DB89BA7fAe71bE3C46B909C6a741406,70
0x6301Add4fb128de9778B8651a2a9278B86761423,55
0x587223d68A33c85fbB0148Cb764a6b7f8D7dD0D3,40
0x0d1019DC745b21bE4b276756D43286A684322071,36
0x91E371C3CD3Aa81aF27b1602D4d8cf9D81ec5a90,35
0xAE5578Ca7026c258c1ce415Aaa1655C5D0a72583,34
0x0C34DBdE17219c9CCFEc4C4268172A187A5d413A,33
0xB828f13EB328FFACf510A41295a0621eB3DD0D15,30
0x0FE14D29Fbea3c81e8fA53902a1D087Cc0027787,30
0x0eA0080C854B97f01E843c7E82b62a3aEF32D2Ef,28
0xb0151D256ee16d847F080691C3529F316b2D54b3,27
0x9aF77A9a0a5Fa21FEC567bEFA6765187F1A3d762,27
0x75331eBbE0B00b97cAb532384F13c9B479F074eC,26
0xd4E59E5574Aa3CDfAef7CF933A13B074199cfABa,26
0x156e5776fbc254D985B3FC4aE4cE1CD3ED1c1e32,22
0x0D9C98B1eDeCe244B3C6fb1CC58863B882402a63,21
0x032F84aEfF59ddEBC55797F321624826d873bF65,21
0x820880C9040041D6a514e069ec0A2f37997325D4,20
0xFAB487E0776A4469b21cdb48140d12e93015B43C,20
0x67808BAF60456f41aDa9d9aa9840C88fF325d8aE,20
0x96135D085A17e06678bF1c4BFa0B65e37f5e569a,20
0x8BCEd9d03f4C3BC59A0BCf91933191285aF67268,20
0x7CC585d2BE6EA3b082e2825CB8850FF25E18C05d,20
0xbE8Caf82259D44EeCd0A6BcdB82655a4F6711b1A,19
0xeA4396B0BB1DeD1383CFE5BBB98B1AB09Fd142A5,19
0xFBc3F33af3Dd99D709631791741eEa65eDdbFA50,18
0x2ea4815F47D685eD317e8bd243b89bCb26b369Fa,18
0x4026b3Da349C2952255Ca9db4F055ea57F4e037C,18
0xe757970b801e5b99ab24c5CD9b5152234Cff3001,18
