0x5701AF8098542be6D5aDAA69eA75Cae8dEA0324e,130
0x57dc4A5d290275B953aB837fF74115Ee9AD07e06,114
0x70a1994c3C10EC28f31B13c962A6f8D2A791Be9F,107
0x7633Ae31E314067a261bAd184F7AEc9F997b14f5,73
0x96135D085A17e06678bF1c4BFa0B65e37f5e569a,60
0xA30464F0fB8b81e6dB96424C29e04c9D397A0C20,24
0xFcC41E53C062A4B83fF2d2F6f14C48311d2813e3,24
0x382920DC26179bcd92B26669F518986d3838c81F,23
0xda86321C22134f5bD7C4eD5Dd40278DA8f6aBab9,22
0x4B8052d0eef390b80471a73f16D89eec10725a96,22
0xe757970b801e5b99ab24c5CD9b5152234Cff3001,20
0x93DDF6f09A289D41b0c6587e03eDb7f05C222511,18
0x02F11Fe7A88805f3afbE76F28D0Ee7B090d4E99B,16
0xe11D6fe5918820A53c7aB7C4c37183aB29A4b103,16
0xACF53DD3d1d136c08cE9f3e7dEBC2E09Ea5f4Cb0,16
0x8BCEd9d03f4C3BC59A0BCf91933191285aF67268,14
0x216b894401BFe01b136Bd6dED9FDBca0a7De7149,14
0x01d2EA60E0E19fbEe07EF88db15ea697aA8CC6B6,13
0x820880C9040041D6a514e069ec0A2f37997325D4,12
0x713b8C9f2713a07a43EDA78B454BEaB9D9E96015,12
0x51Fab80A5296672Dac1bB18E378d8Dd81Ed80d9A,12
0x98492afbc7A2f06Fd92570701b469Ca90288078C,12
0x8114E78965B7F7e52E35b2CfbE33973a4eF320Cb,12
0x26698265988d84227D2f51010d84537Eb477B8fC,12
0x70DE37Fd37B43AC5BEB9C20E9d4AF5bBdC62feb9,11
0x56fa3fD36075FD8C42447FE0Dbb0CA53Ff7c6F9e,10
0x35aA3f733958b7416669303945093C98819F77A6,10
0x42B2aD1a7F1e44438458Ef9125e005570E8a8224,10
0x7df11a9320CC08F8F241c7cC666472A41E197544,10
0x408b0903A56e6B7b19078F06A8F6caF88A8Cc72B,10
0x747197638a7af760E221636405c747AAB7952Cc6,9
0x668E961736454a2444ADB485340cB7F0844DDd3d,9
0xc79C88386c95130bf7c20a184cb8281ed639faB4,9
0x1cb09F52cD531ffcE38d6bA56E1de64e113F7312,9
0xE7640DcFAa9ce7532cc9242152AcDdd8c280897e,9
0xcc5CaEB47885af60c5F9dF53e0EF400fc6Ce4128,9
0xf637D3eb55AD7f859543d1B5bd4BbCF93B6fa5A5,8
0xf09EC70c9FF2e64d90f5209a19aE65eD02D87be3,8
0x917Aa1FE4eE8154CE8c4EeB8f4768BA615245799,8
0x213f6b2680dCe3e4d0924ACFf3E4e34520eF9ba1,8
0x457006E91e0eC307BF80e63A01776150e982342C,8
